slurp_id,sentence,intent,entities,slot_string
3913,turn lights off in living room,iot_hue_lightoff,"[{""span"": [4, 5], ""type"": ""house_place""}]",O O O O B-house_place I-house_place
3914,please note on song title good tune,music_likeness,[],O O O O O O O
3916,what is the most current local news,news_query,"[{""span"": [5, 6], ""type"": ""media_type""}]",O O O O O B-media_type I-media_type
3917,read me titles for international news,news_query,"[{""span"": [4], ""type"": ""place_name""}]",O O O O B-place_name O
3918,i want to listen to the beatles greatest hits,play_music,"[{""span"": [6], ""type"": ""artist_name""}]",O O O O O O B-artist_name O O
3921,please play any music created in the decade,play_music,[],O O O O O O O O
3922,i need to know what is the date today,datetime_query,"[{""span"": [8], ""type"": ""date""}]",O O O O O O O O B-date
3924,play electronic dance music after this one,play_music,"[{""span"": [1, 2], ""type"": ""music_genre""}]",O B-music_genre I-music_genre O O O O
3925,start my folk song list right after this song,play_music,"[{""span"": [2], ""type"": ""music_genre""}]",O O B-music_genre O O O O O O
3926,how much snow has maine received as of today,weather_query,"[{""span"": [2], ""type"": ""weather_descriptor""}, {""span"": [4], ""type"": ""place_name""}, {""span"": [8], ""type"": ""date""}]",O O B-weather_descriptor O B-place_name O O O B-date
3927,how much snow has fallen in maine since yesterday,weather_query,"[{""span"": [2], ""type"": ""weather_descriptor""}, {""span"": [6], ""type"": ""place_name""}, {""span"": [8], ""type"": ""date""}]",O O B-weather_descriptor O O O B-place_name O B-date
3928,what is the current forecast for maine,weather_query,"[{""span"": [6], ""type"": ""place_name""}]",O O O O O O B-place_name
3929,i want to hear some beyonce,play_music,"[{""span"": [5], ""type"": ""artist_name""}]",O O O O O B-artist_name
3930,play me taylor swift's newest song,play_music,"[{""span"": [2, 3, 4], ""type"": ""artist_name""}]",O O B-artist_name I-artist_name I-artist_name O O
3931,can you play katy perry,play_music,"[{""span"": [3, 4], ""type"": ""artist_name""}]",O O O B-artist_name I-artist_name
3934,show me the alarms that are set,alarm_query,[],O O O O O O O
3935,is it cold out,weather_query,"[{""span"": [2], ""type"": ""weather_descriptor""}]",O O B-weather_descriptor O
3936,what is the temperature,weather_query,"[{""span"": [3], ""type"": ""weather_descriptor""}]",O O O B-weather_descriptor
3937,play huey lewis,play_music,"[{""span"": [1, 2], ""type"": ""artist_name""}]",O B-artist_name I-artist_name
3939,can you save this song to my favorites,music_likeness,[],O O O O O O O O
3940,save this songs genre for me,music_likeness,[],O O O O O O
3942,what day does halloween fall on this year,datetime_query,"[{""span"": [3], ""type"": ""event_name""}, {""span"": [6, 7], ""type"": ""date""}]",O O O B-event_name O O B-date I-date
3943,what day is the twentieth this month,datetime_query,"[{""span"": [4], ""type"": ""date""}, {""span"": [5, 6], ""type"": ""date""}]",O O O O B-date B-date I-date
3944,make me laugh i want to hear a joke,general_joke,[],O O O O O O O O O
3945,what's the latest on trump,news_query,"[{""span"": [5], ""type"": ""news_topic""}]",O O O O O B-news_topic
3946,did obama really wire tap trump's hotel,general_quirky,"[{""span"": [1], ""type"": ""person""}, {""span"": [5, 6, 7], ""type"": ""place_name""}]",O B-person O O O B-place_name I-place_name I-place_name
3947,what are the top news headlines right now,news_query,[],O O O O O O O O
3950,does olive garden have take out,takeaway_query,"[{""span"": [1, 2], ""type"": ""business_name""}]",O B-business_name I-business_name O O O
3951,can i order olive garden to go,takeaway_query,"[{""span"": [3, 4], ""type"": ""business_name""}]",O O O B-business_name I-business_name O O
3953,play hurt by johnny cash next,play_music,"[{""span"": [1], ""type"": ""song_name""}, {""span"": [3, 4], ""type"": ""artist_name""}]",O B-song_name O B-artist_name I-artist_name O
3954,after this song play thriller,play_music,"[{""span"": [4], ""type"": ""song_name""}]",O O O O B-song_name
3955,set an alarm for nine pm,alarm_set,"[{""span"": [4, 5], ""type"": ""time""}]",O O O O B-time I-time
3956,alert me in three hours,alarm_set,"[{""span"": [3, 4], ""type"": ""time""}]",O O O B-time I-time
3957,what time is it in california,datetime_query,"[{""span"": [5], ""type"": ""place_name""}]",O O O O O B-place_name
3959,change my alarms to mountain time,alarm_set,"[{""span"": [4], ""type"": ""time_zone""}]",O O O O B-time_zone O
3960,say the time,datetime_query,[],O O O
3961,show me a forecast,weather_query,[],O O O O
3963,are there any alarms for today,alarm_query,"[{""span"": [5], ""type"": ""date""}]",O O O O O B-date
3965,show me the list of alarms,alarm_query,[],O O O O O O
3966,add this song to my catalogue,music_likeness,[],O O O O O O
3968,indie,play_music,"[{""span"": [0], ""type"": ""music_genre""}]",B-music_genre
3970,what's the weather right now,weather_query,[],O O O O O O
3971,olly what's the weather right now,weather_query,[],O O O O O O O
3972,tell me what's happening in european politics,news_query,"[{""span"": [6, 7], ""type"": ""news_topic""}]",O O O O O O B-news_topic I-news_topic
3976,set my alarm for eight am,alarm_set,"[{""span"": [4, 5], ""type"": ""time""}]",O O O O B-time I-time
3978,what is the weather like in iowa,weather_query,"[{""span"": [6], ""type"": ""place_name""}]",O O O O O O B-place_name
3979,is it hot outside right now im hawaii,weather_query,"[{""span"": [8], ""type"": ""place_name""}]",O O O O O O O O B-place_name
3980,please play shape of you by ed sheeran,play_music,"[{""span"": [2, 3, 4], ""type"": ""song_name""}, {""span"": [6, 7], ""type"": ""artist_name""}]",O O B-song_name I-song_name I-song_name O B-artist_name I-artist_name
3981,please turn on my spotify playlist,music,"[{""span"": [4, 5], ""type"": ""playlist_name""}]",O O O O B-playlist_name I-playlist_name
3986,set an alarm at six am,alarm_set,"[{""span"": [4, 5], ""type"": ""time""}]",O O O O B-time I-time
3989,espn,news_query,"[{""span"": [0], ""type"": ""media_type""}]",B-media_type
3991,can you turn off the lights,iot_hue_lightoff,[],O O O O O O
3992,can you shut everything down,iot_hue_lightoff,[],O O O O O
3994,what day of the week is halloween,datetime_query,"[{""span"": [1, 2, 3, 4], ""type"": ""date""}, {""span"": [6], ""type"": ""event_name""}]",O B-date I-date I-date I-date O B-event_name
3995,olly what day of the week is halloween,datetime_query,"[{""span"": [2, 3, 4, 5], ""type"": ""date""}, {""span"": [7], ""type"": ""event_name""}]",O O B-date I-date I-date I-date O B-event_name
3997,alexa what is the news in my area,news_query,[],O O O O O O O O
3998,alexa what is going on today,news_query,"[{""span"": [5], ""type"": ""date""}]",O O O O O B-date
3999,what is going on today,news_query,"[{""span"": [4], ""type"": ""date""}]",O O O O B-date
4000,what happened yesterday on samurai jack,news_query,"[{""span"": [2], ""type"": ""date""}, {""span"": [4, 5], ""type"": ""news_topic""}]",O O B-date O B-news_topic I-news_topic
4001,what happened on the walking dead,news_query,"[{""span"": [4, 5], ""type"": ""news_topic""}]",O O O O B-news_topic I-news_topic
4004,brighten living room lights,iot_hue_lightup,"[{""span"": [1, 2], ""type"": ""house_place""}]",O B-house_place I-house_place O
4006,raise lights to full power,iot_hue_lightup,"[{""span"": [2, 3, 4], ""type"": ""change_amount""}]",O O B-change_amount I-change_amount I-change_amount
4007,turn on shuffle,music_settings,"[{""span"": [2], ""type"": ""player_setting""}]",O O B-player_setting
4008,turn on repeat,music_settings,"[{""span"": [2], ""type"": ""player_setting""}]",O O B-player_setting
4009,make the lights less bright,iot_hue_lightdim,[],O O O O O
4010,please darken the lights,iot_hue_lightdim,[],O O O O
4011,start the vacuum for me,iot_cleaning,"[{""span"": [2], ""type"": ""device_type""}]",O O B-device_type O O
4013,let's suck out the dust,iot_cleaning,[],O O O O O O
4014,remove all of my alarms,alarm_remove,[],O O O O O
4016,olly remove my wake up alarm,alarm_remove,"[{""span"": [3, 4], ""type"": ""alarm_type""}]",O O O B-alarm_type I-alarm_type O
4018,olly get rid of my current alarms,alarm_remove,[],O O O O O O O
4020,when is the first weekday of the month,datetime_query,[],O O O O O O O O
4021,how many days are in this month,datetime_query,"[{""span"": [5, 6], ""type"": ""date""}]",O O O O O B-date I-date
4024,please power down,iot_wemo_off,[],O O O
4025,turn off,iot_wemo_off,[],O O
4028,color the lights red,iot_hue_lightchange,"[{""span"": [3], ""type"": ""color_type""}]",O O O B-color_type
4029,play nineties alternative,play_music,"[{""span"": [1], ""type"": ""music_genre""}]",O B-music_genre O
4030,alexa play pandora nineties dance party,play_music,"[{""span"": [2, 3, 4, 5], ""type"": ""song_name""}]",O O B-song_name I-song_name I-song_name I-song_name
4031,play pandora nineties dance party,play_music,"[{""span"": [1, 2, 3, 4], ""type"": ""song_name""}]",O B-song_name I-song_name I-song_name I-song_name
4032,what are todays country hits,play_music,"[{""span"": [2], ""type"": ""date""}, {""span"": [3], ""type"": ""music_genre""}]",O O B-date B-music_genre O
4033,what's the best day next week to go out for pizza,datetime_query,"[{""span"": [5, 6], ""type"": ""date""}, {""span"": [11], ""type"": ""food_type""}]",O O O O O B-date I-date O O O O B-food_type
4034,places with pizza delivery near me,takeaway_order,"[{""span"": [2], ""type"": ""food_type""}, {""span"": [3], ""type"": ""order_type""}]",O O B-food_type B-order_type O O
4035,white,iot_hue_lightchange,"[{""span"": [0], ""type"": ""color_type""}]",B-color_type
4036,light green,iot_hue_lightchange,"[{""span"": [1], ""type"": ""color_type""}]",O B-color_type
4038,order pizza from domino's,takeaway_order,"[{""span"": [1], ""type"": ""food_type""}, {""span"": [3, 4], ""type"": ""business_name""}]",O B-food_type O B-business_name I-business_name
4039,where can i order pizza for delivery,takeaway_query,"[{""span"": [4], ""type"": ""food_type""}, {""span"": [6], ""type"": ""order_type""}]",O O O O B-food_type O B-order_type
4040,play the song i listen to the most,play_music,[],O O O O O O O O
4042,please start the vacuum,iot_cleaning,"[{""span"": [3], ""type"": ""device_type""}]",O O O B-device_type
4044,start vacuuming now please,iot_cleaning,[],O O O O
4047,does charley's steakhouse deliver,takeaway_query,"[{""span"": [1, 2, 3], ""type"": ""business_name""}]",O B-business_name I-business_name I-business_name O
4048,please find out of charley's steakhouse delivers,takeaway_query,"[{""span"": [4, 5, 6], ""type"": ""business_name""}]",O O O O B-business_name I-business_name I-business_name O
4050,please tell me a joke,general_joke,[],O O O O O
4053,is it sunny outside at this moment,weather_query,"[{""span"": [2], ""type"": ""weather_descriptor""}, {""span"": [5, 6], ""type"": ""time""}]",O O B-weather_descriptor O O B-time I-time
4055,play lupe fiasco,play_music,"[{""span"": [1, 2], ""type"": ""song_name""}]",O B-song_name I-song_name
4056,play superstar,play_music,"[{""span"": [1], ""type"": ""song_name""}]",O B-song_name
4058,i would like to hear some rap music,play_music,"[{""span"": [6], ""type"": ""music_genre""}]",O O O O O O B-music_genre O
4059,i really enjoy rock and roll,music_likeness,"[{""span"": [3, 4, 5], ""type"": ""music_genre""}]",O O O B-music_genre I-music_genre I-music_genre
4060,lights off in the living room,iot_hue_lightoff,"[{""span"": [4, 5], ""type"": ""house_place""}]",O O O O B-house_place I-house_place
4066,can you tell me the time in new york,datetime_query,"[{""span"": [7, 8], ""type"": ""place_name""}]",O O O O O O O B-place_name I-place_name
4068,please let me know today's date,datetime_query,"[{""span"": [4, 5], ""type"": ""date""}]",O O O O B-date I-date O
4072,can you turn that down,audio_volume_down,[],O O O O O
4074,please turn on my robot vacuum cleaner,iot_cleaning,"[{""span"": [4, 5, 6], ""type"": ""device_type""}]",O O O O B-device_type I-device_type I-device_type
4077,turn the kitchen lights off,iot_hue_lightoff,"[{""span"": [2], ""type"": ""house_place""}]",O O B-house_place O O
4078,turn the living rooms lights off,iot_hue_lightoff,"[{""span"": [2, 3], ""type"": ""house_place""}]",O O B-house_place I-house_place O O
4080,i need to set an alarm tomorrow at one thousand two hundred pm to remind me to take my medication,alarm_set,"[{""span"": [6], ""type"": ""date""}, {""span"": [8, 9, 10, 11, 12], ""type"": ""time""}, {""span"": [17, 18, 19], ""type"": ""event_name""}]",O O O O O O B-date O B-time I-time I-time I-time I-time O O O O B-event_name I-event_name I-event_name
4082,please shut off the kitchen lights,iot_hue_lightoff,"[{""span"": [4], ""type"": ""house_place""}]",O O O O B-house_place O
4083,make us a brew,iot_coffee,"[{""span"": [3], ""type"": ""coffee_type""}]",O O O B-coffee_type
4084,make a coffee,iot_coffee,[],O O O
4086,nice lyrics,music_likeness,[],O O
4087,nice music,music_likeness,[],O O
4088,turn off overhead light,iot_hue_lightoff,[],O O O O
4093,was it windy yesterday,weather_query,"[{""span"": [2], ""type"": ""weather_descriptor""}, {""span"": [3], ""type"": ""date""}]",O O B-weather_descriptor B-date
4099,just to confirm you set the alarm to go off at eight hundred,alarm_query,"[{""span"": [11, 12], ""type"": ""time""}]",O O O O O O O O O O O B-time I-time
4100,political news,news_query,"[{""span"": [0], ""type"": ""news_topic""}]",B-news_topic O
4101,what happened yesterday,news_query,"[{""span"": [2], ""type"": ""date""}]",O O B-date
4102,newest world news,news_query,"[{""span"": [1], ""type"": ""place_name""}]",O B-place_name O
4103,what is this we're listening to,music_query,[],O O O O O O O
4104,what is the weather going to be like today in tucson,weather_query,"[{""span"": [8], ""type"": ""date""}, {""span"": [10], ""type"": ""place_name""}]",O O O O O O O O B-date O B-place_name
4105,is it going to rain in the next few days in tucson,weather_query,"[{""span"": [4], ""type"": ""weather_descriptor""}, {""span"": [7, 8, 9], ""type"": ""date""}, {""span"": [11], ""type"": ""place_name""}]",O O O O B-weather_descriptor O O B-date I-date I-date O B-place_name
4106,what will the high be tomorrow in tucson,weather_query,"[{""span"": [5], ""type"": ""date""}, {""span"": [7], ""type"": ""place_name""}]",O O O O O B-date O B-place_name
4111,convert g. m. t. to ist,datetime_convert,"[{""span"": [1, 2, 3], ""type"": ""time_zone""}, {""span"": [5], ""type"": ""time_zone""}]",O B-time_zone I-time_zone I-time_zone O B-time_zone
4112,convert current time from g. m. t. to est,datetime_convert,"[{""span"": [4, 5, 6], ""type"": ""time_zone""}, {""span"": [8], ""type"": ""time_zone""}]",O O O O B-time_zone I-time_zone I-time_zone O B-time_zone
4113,convert current time from ist to est,datetime_convert,"[{""span"": [4], ""type"": ""time_zone""}, {""span"": [6], ""type"": ""time_zone""}]",O O O O B-time_zone O B-time_zone
4114,add a lot of james taylor joni mitchell and cat stevens to the playlist,play_music,"[{""span"": [4, 5], ""type"": ""artist_name""}, {""span"": [6, 7], ""type"": ""artist_name""}, {""span"": [9, 10], ""type"": ""artist_name""}]",O O O O B-artist_name I-artist_name B-artist_name I-artist_name O B-artist_name I-artist_name O O O
4115,i haven't been hearing any king crimson please add their first seven albums,play_music,"[{""span"": [6, 7], ""type"": ""artist_name""}]",O O O O O O B-artist_name I-artist_name O O O O O O
4117,can you play me some dance music,play_music,"[{""span"": [5, 6], ""type"": ""music_genre""}]",O O O O O B-music_genre I-music_genre
4119,i want to know everything that breaks about the dam breaking in california,news_query,"[{""span"": [12], ""type"": ""place_name""}]",O O O O O O O O O O O O B-place_name
4123,what asian restaurants nearby offer to go food,takeaway_query,"[{""span"": [1], ""type"": ""food_type""}, {""span"": [2], ""type"": ""business_type""}]",O B-food_type B-business_type O O O O O
4124,where is the closest spot to order food for pickup,takeaway_query,"[{""span"": [9], ""type"": ""order_type""}]",O O O O O O O O O B-order_type
4125,where can i get a shot of tequila and some to go mexican food,takeaway_query,"[{""span"": [7], ""type"": ""food_type""}, {""span"": [12], ""type"": ""food_type""}]",O O O O O O O B-food_type O O O O B-food_type O
4126,play this playlist,play_music,[],O O O
4135,please start playing my youtube playlist,play_music,"[{""span"": [4], ""type"": ""media_type""}]",O O O O B-media_type O
4136,can you please play imogen heap,play_music,"[{""span"": [4, 5], ""type"": ""artist_name""}]",O O O O B-artist_name I-artist_name
4138,does paradise has takeaway,takeaway_query,"[{""span"": [1], ""type"": ""business_name""}, {""span"": [3], ""type"": ""order_type""}]",O B-business_name O B-order_type
4142,hey olly what is in the world news right now,news_query,"[{""span"": [6], ""type"": ""place_name""}]",O O O O O O B-place_name O O O
4143,hey siri what is in the world news right now,news_query,"[{""span"": [6], ""type"": ""place_name""}]",O O O O O O B-place_name O O O
4144,remind me about my alarms today,alarm_query,"[{""span"": [5], ""type"": ""date""}]",O O O O O B-date
4146,let me know about any alarms set today,alarm_query,"[{""span"": [7], ""type"": ""date""}]",O O O O O O O B-date
4148,show me what time it is,datetime_query,[],O O O O O O
4149,please turn up the lights in this room,iot_hue_lightup,[],O O O O O O O O
4150,overhead lights on please,iot_hue_lighton,[],O O O O
4151,what is the day today,datetime_query,"[{""span"": [3], ""type"": ""time_zone""}, {""span"": [4], ""type"": ""date""}]",O O O B-time_zone B-date
4153,play song every time i see you,play_music,"[{""span"": [2, 3, 4, 5, 6], ""type"": ""song_name""}]",O O B-song_name I-song_name I-song_name I-song_name I-song_name
4154,turn off my wifi,iot_wemo_off,[],O O O O
4155,change volume to thirty five percent,audio_volume_other,"[{""span"": [2, 3, 4, 5], ""type"": ""change_amount""}]",O O B-change_amount I-change_amount I-change_amount I-change_amount
4156,hey olly tell me a joke,general_joke,[],O O O O O O
4157,hey olly have you heard any funny jokes lately,general_joke,"[{""span"": [6], ""type"": ""joke_type""}]",O O O O O O B-joke_type O O
4158,hey siri have you heard any funny jokes lately,general_joke,"[{""span"": [6], ""type"": ""joke_type""}]",O O O O O O B-joke_type O O
4159,hey olly make me laugh with a good joke,general_joke,"[{""span"": [7], ""type"": ""joke_type""}]",O O O O O O O B-joke_type O
4160,can you order me a pizza today from dominos,takeaway_order,"[{""span"": [5], ""type"": ""food_type""}, {""span"": [6], ""type"": ""date""}, {""span"": [8], ""type"": ""business_name""}]",O O O O O B-food_type B-date O B-business_name
4161,i want to order some chinese food tonight what's delivering to me,takeaway_order,"[{""span"": [5], ""type"": ""food_type""}, {""span"": [7], ""type"": ""timeofday""}]",O O O O O B-food_type O B-timeofday O O O O O
4162,i am in need of some pizza what's the closest place that delivers,takeaway_order,"[{""span"": [6], ""type"": ""food_type""}, {""span"": [13], ""type"": ""order_type""}]",O O O O O O B-food_type O O O O O O B-order_type
4163,please turn the porch light to blue,iot_hue_lightchange,"[{""span"": [3], ""type"": ""house_place""}, {""span"": [6], ""type"": ""color_type""}]",O O O B-house_place O O B-color_type
4164,can you set the living room lights to pink,iot_hue_lightchange,"[{""span"": [4, 5], ""type"": ""house_place""}, {""span"": [8], ""type"": ""color_type""}]",O O O O B-house_place I-house_place O O B-color_type
4165,i would like the bathroom lights set to yellow,iot_hue_lightchange,"[{""span"": [4], ""type"": ""house_place""}, {""span"": [8], ""type"": ""color_type""}]",O O O O B-house_place O O O B-color_type
4169,could you please check the weather in kansas,weather_query,"[{""span"": [7], ""type"": ""place_name""}]",O O O O O O O B-place_name
4170,start coffee machine,iot_coffee,"[{""span"": [1, 2], ""type"": ""device_type""}]",O B-device_type I-device_type
4172,clean the sofa with the vacuum cleaner,iot_cleaning,"[{""span"": [5, 6], ""type"": ""device_type""}]",O O O O O B-device_type I-device_type
4173,activate the vacuum cleaner and use it,iot_cleaning,"[{""span"": [2, 3], ""type"": ""device_type""}]",O O B-device_type I-device_type O O O
4174,hey olly chance the current light settings,iot_hue_lightchange,[],O O O O O O O
4175,hey siri chance the current light settings,iot_hue_lightchange,[],O O O O O O O
4176,hey olly make the lights a little dimmer,iot_hue_lightdim,"[{""span"": [5, 6], ""type"": ""change_amount""}]",O O O O O B-change_amount I-change_amount O
4178,is there any news about the presidency,news_query,"[{""span"": [6], ""type"": ""news_topic""}]",O O O O O O B-news_topic
4179,any recent news about north korea,news_query,"[{""span"": [4, 5], ""type"": ""place_name""}]",O O O O B-place_name I-place_name
4180,what is ten am in eastern time,datetime_query,"[{""span"": [2, 3], ""type"": ""time""}, {""span"": [5], ""type"": ""time_zone""}]",O O B-time I-time O B-time_zone O
4182,what time is it now in g. m. t.,datetime_query,"[{""span"": [6, 7, 8], ""type"": ""time_zone""}]",O O O O O O B-time_zone I-time_zone I-time_zone
4185,hey siri what time is it,datetime_query,[],O O O O O O
4186,hey olly what time is it,datetime_query,[],O O O O O O
4187,hey siri what's the time,datetime_query,[],O O O O O O
4188,hey olly what's the time,datetime_query,[],O O O O O O
4189,what would you call this kind of music that we're listening to,music_query,[],O O O O O O O O O O O O O
4191,i've heard this riff before what song stole this riff it's exactly the same,music_query,[],O O O O O O O O O O O O O O O O
4192,what is the time in boston,query,"[{""span"": [5], ""type"": ""place_name""}]",O O O O O B-place_name
4193,what is the current time in boston,datetime_query,"[{""span"": [6], ""type"": ""place_name""}]",O O O O O O B-place_name
4194,tell me the time in boston,datetime_query,"[{""span"": [5], ""type"": ""place_name""}]",O O O O O B-place_name
4196,play the list from my favorites,play_music,[],O O O O O O
4197,repeat the next song,music,[],O O O O
4200,snooze all today's alarms permanently,alarm_remove,"[{""span"": [2, 3], ""type"": ""date""}]",O O B-date I-date O O
4201,power on wemo,iot_wemo_on,"[{""span"": [2], ""type"": ""device_type""}]",O O B-device_type
4202,turn my plug on,iot_wemo_on,"[{""span"": [2], ""type"": ""device_type""}]",O O B-device_type O
4203,cut wemo power please,iot_wemo_off,"[{""span"": [1], ""type"": ""device_type""}]",O B-device_type O O
4204,will there be snow this week,weather_query,"[{""span"": [3], ""type"": ""weather_descriptor""}, {""span"": [4, 5], ""type"": ""date""}]",O O O B-weather_descriptor B-date I-date
4206,play clarity by zedd,play_music,"[{""span"": [1], ""type"": ""song_name""}, {""span"": [3], ""type"": ""artist_name""}]",O B-song_name O B-artist_name
4207,will i need to wear a coat today,weather_query,"[{""span"": [6], ""type"": ""weather_descriptor""}, {""span"": [7], ""type"": ""date""}]",O O O O O O B-weather_descriptor B-date
4211,do you think it will be okay to wear shorts this week,weather_query,"[{""span"": [9], ""type"": ""weather_descriptor""}, {""span"": [10, 11], ""type"": ""date""}]",O O O O O O O O O B-weather_descriptor B-date I-date
4212,am i going to be able to mow the grass this evening,weather_query,"[{""span"": [7, 8, 9], ""type"": ""weather_descriptor""}, {""span"": [10, 11], ""type"": ""timeofday""}]",O O O O O O O B-weather_descriptor I-weather_descriptor I-weather_descriptor B-timeofday I-timeofday
4214,change my clock to central time zone from my current zone,convert,"[{""span"": [4], ""type"": ""time_zone""}, {""span"": [8, 9, 10], ""type"": ""time_zone""}]",O O O O B-time_zone O O O B-time_zone I-time_zone I-time_zone
4216,tell me the funniest joke that was ever told,general_joke,"[{""span"": [3], ""type"": ""joke_type""}]",O O O B-joke_type O O O O O
4217,i would like to hear some good funny jokes,general_joke,"[{""span"": [6, 7], ""type"": ""joke_type""}]",O O O O O O B-joke_type I-joke_type O
4218,should i wear galoshes today,weather_query,"[{""span"": [3], ""type"": ""weather_descriptor""}, {""span"": [4], ""type"": ""date""}]",O O O B-weather_descriptor B-date
4219,do i need a coat outside right now,weather_query,"[{""span"": [4], ""type"": ""weather_descriptor""}]",O O O O B-weather_descriptor O O O
4221,can i know whats the time now,datetime_query,[],O O O O O O O O
4222,please check the time,datetime_query,[],O O O O
4223,where is my pizza from domino's at,takeaway_query,"[{""span"": [3], ""type"": ""food_type""}, {""span"": [5, 6], ""type"": ""business_name""}]",O O O B-food_type O B-business_name I-business_name O
4226,turn on my playlist of country music,play_music,"[{""span"": [5], ""type"": ""music_genre""}]",O O O O O B-music_genre O
4227,is there any rain in the forecast for the next week,weather_query,"[{""span"": [3], ""type"": ""weather_descriptor""}, {""span"": [9, 10], ""type"": ""date""}]",O O O B-weather_descriptor O O O O O B-date I-date
4228,will it be over ninety degrees tomorrow,weather_query,"[{""span"": [3, 4], ""type"": ""weather_descriptor""}, {""span"": [6], ""type"": ""date""}]",O O O B-weather_descriptor I-weather_descriptor O B-date
4231,play sleepy head by passion pit,play_music,"[{""span"": [1], ""type"": ""song_name""}, {""span"": [3, 4], ""type"": ""artist_name""}]",O B-song_name O B-artist_name I-artist_name
4232,play sleepyhead by passion pit,play_music,"[{""span"": [1], ""type"": ""song_name""}, {""span"": [3, 4], ""type"": ""artist_name""}]",O B-song_name O B-artist_name I-artist_name
4233,play my favorite song of last year,play_music,"[{""span"": [5, 6], ""type"": ""date""}]",O O O O O B-date I-date
4235,hey what is the time,datetime_query,[],O O O O O
4236,is it afternoon yet,query,[],O O O O
4240,switch on the roomba,iot_cleaning,"[{""span"": [3], ""type"": ""device_type""}]",O O O B-device_type
4243,please do not respond,audio_volume_mute,[],O O O O
4244,olly turn on the coffee machine to make me some coffee,iot_coffee,"[{""span"": [4, 5], ""type"": ""device_type""}]",O O O O B-device_type I-device_type O O O O O
4245,please make me a coffee using the coffee machine,iot_coffee,"[{""span"": [7, 8], ""type"": ""device_type""}]",O O O O O O O B-device_type I-device_type
4246,olly change all lights to blue,iot_hue_lightchange,"[{""span"": [5], ""type"": ""color_type""}]",O O O O O B-color_type
4247,house change all lights to blue,iot_hue_lightchange,"[{""span"": [5], ""type"": ""color_type""}]",O O O O O B-color_type
4248,house lights blue,iot_hue_lightchange,"[{""span"": [2], ""type"": ""color_type""}]",O O B-color_type
4249,house can you make all the lights in the house blue,iot_hue_lightchange,"[{""span"": [9], ""type"": ""house_place""}, {""span"": [10], ""type"": ""color_type""}]",O O O O O O O O O B-house_place B-color_type
4250,is it raining later today,weather_query,"[{""span"": [2], ""type"": ""weather_descriptor""}, {""span"": [4], ""type"": ""date""}]",O O B-weather_descriptor O B-date
4251,is it too warm to wear my wooly sweater today,weather_query,"[{""span"": [2, 3], ""type"": ""weather_descriptor""}, {""span"": [7, 8], ""type"": ""weather_descriptor""}, {""span"": [9], ""type"": ""date""}]",O O B-weather_descriptor I-weather_descriptor O O O B-weather_descriptor I-weather_descriptor B-date
4253,what's the current time in eastern standard,datetime_query,"[{""span"": [6], ""type"": ""time_zone""}]",O O O O O O B-time_zone O
4254,what time is it on the east coast of the united states,datetime_query,"[{""span"": [6, 7], ""type"": ""time_zone""}, {""span"": [10, 11], ""type"": ""place_name""}]",O O O O O O B-time_zone I-time_zone O O B-place_name I-place_name
4255,olly tell me the most recent news from cnn,news_query,"[{""span"": [8], ""type"": ""media_type""}]",O O O O O O O O B-media_type
4257,please tell me the current date,datetime_query,"[{""span"": [5], ""type"": ""time_zone""}]",O O O O O B-time_zone
4259,what's happened in the news recently,news_query,[],O O O O O O O
4261,please use shuffle,music_settings,"[{""span"": [2], ""type"": ""player_setting""}]",O O B-player_setting
4263,have you heard any good jokes lately,general_joke,"[{""span"": [4], ""type"": ""joke_type""}]",O O O O B-joke_type O O
4264,how many jokes do you know,general_joke,[],O O O O O O
4265,what is todays weather forecast,weather_query,"[{""span"": [2], ""type"": ""date""}]",O O B-date O O
4266,what is todays weather,weather_query,"[{""span"": [2], ""type"": ""date""}]",O O B-date O
4268,move to the next song in the list,music_settings,"[{""span"": [0], ""type"": ""player_setting""}]",B-player_setting O O O O O O O
4269,replay this song i really like it,music_likeness,"[{""span"": [0], ""type"": ""player_setting""}]",B-player_setting O O O O O O
4270,i would like a cup of coffee,iot_coffee,[],O O O O O O O
4272,my coffee is cold please make more coffee,iot_coffee,[],O O O O O O O O
4273,play song aces high,play_music,"[{""span"": [2, 3], ""type"": ""song_name""}]",O O B-song_name I-song_name
4275,tell me a joke please,general_joke,[],O O O O O
4277,can you turn off my desk lamp,iot_hue_lightoff,"[{""span"": [5, 6], ""type"": ""device_type""}]",O O O O O B-device_type I-device_type
4278,desk lamp one off,iot_hue_lightoff,"[{""span"": [0, 1, 2], ""type"": ""device_type""}]",B-device_type I-device_type I-device_type O
4280,i like soft rock music,music_likeness,"[{""span"": [2, 3], ""type"": ""music_genre""}]",O O B-music_genre I-music_genre O
4282,play a song from my favorites,play_music,[],O O O O O O
4283,increase the brightness in this room,iot_hue_lightup,"[{""span"": [4, 5], ""type"": ""house_place""}]",O O O O B-house_place I-house_place
4284,turn up the brightness of the lights,iot_hue_lightup,[],O O O O O O O
4285,what is the highest temperature for this week,weather_query,"[{""span"": [3, 4], ""type"": ""weather_descriptor""}, {""span"": [6, 7], ""type"": ""date""}]",O O O B-weather_descriptor I-weather_descriptor O B-date I-date
4286,brighten light,iot_hue_lightup,[],O O
4288,what's the time of day right now,datetime_query,[],O O O O O O O O
